,district,Seat,Constituency_Title,Candidate_Name,Part,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout
233,Charsadda,Charsadda-I,NA-23,Haji Zafar Ali Khan,Muttahida Majlis-e-Amal Pakistan,41391,0,0,0,0,42.18 %
234,Charsadda,Charsadda-I,NA-23,Manzoor Ahmad,Pakistan Peoples Party Parliamentarians,13966,0,0,0,0,42.18 %
235,Charsadda,Charsadda-I,NA-23,Sobadar Khan,Independent,1308,0,0,0,0,42.18 %
236,Charsadda,Charsadda-II,NA-24,Fazal Muhammad Khan,Pakistan Tehreek-e-Insaf,83495,202073,7832,209905,463440,45.29 %
237,Charsadda,Charsadda-II,NA-24,Aftab Alam,Pakistan Peoples Party Parliamentarians,10462,0,0,0,0,45.29 %
238,Charsadda,Charsadda-II,NA-24,Asfandyar Wali Khan,Awami National Party,59483,0,0,0,0,45.29 %
239,Charsadda,Charsadda-II,NA-24,Farooq Shah,Independent,1632,0,0,0,0,45.29 %
240,Charsadda,Charsadda-II,NA-24,Maulana Muhammad Gohar Shah,Muttahida Majlis-e-Amal Pakistan,38252,0,0,0,0,45.29 %
241,Charsadda,Charsadda-II,NA-24,Mian Alamgir Shah,Pakistan Muslim League (N),1363,0,0,0,0,45.29 %
242,Charsadda,Charsadda-II,NA-24,Muhammad Shafiq,Tehreek-e-Labbaik Pakistan,5961,0,0,0,0,45.29 %
243,Charsadda,Charsadda-II,NA-24,Zahoor Ahmad,All Pakistan Muslim League,1425,0,0,0,0,45.29 %
244,Nowshera,Nowshera-I,NA-25,Pervez Khattak,Pakistan Tehreek-e-Insaf,82118,179039,5858,184897,378941,48.79 %
245,Nowshera,Nowshera-I,NA-25,Muhammad Sher Ali,Independent,603,0,0,0,0,48.79 %
246,Nowshera,Nowshera-I,NA-25,Ijaz Ul Haq,Independent,325,0,0,0,0,48.79 %
247,Nowshera,Nowshera-I,NA-25,Ayesha Gulalai Wazir,Pakistan Tehreek-e-Insaf-Gulalai,959,0,0,0,0,48.79 %
248,Nowshera,Nowshera-I,NA-25,Siraj Muhammad Khan,Pakistan Muslim League (N),4109,0,0,0,0,48.79 %
249,Nowshera,Nowshera-I,NA-25,Khan Pervez,Pakistan Peoples Party Parliamentarians,35658,0,0,0,0,48.79 %
250,Nowshera,Nowshera-I,NA-25,Ihrar khan,Independent,589,0,0,0,0,48.79 %
251,Nowshera,Nowshera-I,NA-25,Syed Zulfiqar Ali Shah,Muttahida Majlis-e-Amal Pakistan,28172,0,0,0,0,48.79 %
252,Nowshera,Nowshera-I,NA-25,Malik Jumma Khan,Awami National Party,26506,0,0,0,0,48.79 %
253,Nowshera,Nowshera-II,NA-26,Imran Khattak,Pakistan Tehreek-e-Insaf,90256,182523,5636,188159,377308,49.87 %
254,Nowshera,Nowshera-II,NA-26,Sana Ullah Jan,Tehreek-e-Labbaik Pakistan,6496,0,0,0,0,49.87 %
255,Nowshera,Nowshera-II,NA-26,Asif Luqman Qazi,Mutahidda Qabail Party,22777,0,0,0,0,49.87 %
256,Nowshera,Nowshera-II,NA-26,Jamal Khan Khattak,Awami National Party,47132,0,0,0,0,49.87 %
257,Nowshera,Nowshera-II,NA-26,Haji Nawab Khan,Pakistan Muslim League (N),4052,0,0,0,0,49.87 %
258,Nowshera,Nowshera-II,NA-26,Feroze Jamal Shah Kaka Khel,Pakistan Peoples Party Parliamentarians,9739,0,0,0,0,49.87 %
259,Nowshera,Nowshera-II,NA-26,Muhammad Tanvir,Independent,562,0,0,0,0,49.87 %
260,Nowshera,Nowshera-II,NA-26,Muhammad Faisal Khattak,Tehreek Jawanan Pakistan,631,0,0,0,0,49.87 %
261,Nowshera,Nowshera-II,NA-26,Salih Muhammad,Independent,878,0,0,0,0,49.87 %
262,Peshawar,Peshawar-I,NA-27,Noor Alam Khan,Pakistan Tehreek-e-Insaf,71158,149161,5437,154598,337329,45.83 %
263,Peshawar,Peshawar-I,NA-27,Sobia Shahid,Pakistan Muslim League (N),3136,0,0,0,0,45.83 %
264,Peshawar,Peshawar-I,NA-27,Haji Ghulam Ali,Muttahida Majlis-e-Amal Pakistan,39310,0,0,0,0,45.83 %
265,Peshawar,Peshawar-I,NA-27,Asma Alamgir,Pakistan Peoples Party Parliamentarians,24002,0,0,0,0,45.83 %
266,Peshawar,Peshawar-I,NA-27,Sidra Qadeem,Independent,306,0,0,0,0,45.83 %
267,Peshawar,Peshawar-I,NA-27,Amjad Ali,Qaumi Watan Party,1414,0,0,0,0,45.83 %
268,Peshawar,Peshawar-I,NA-27,Shakeel Abid,Independent,1229,0,0,0,0,45.83 %
269,Peshawar,Peshawar-I,NA-27,Tahir Nadeem,Awami National Party,6615,0,0,0,0,45.83 %
270,Peshawar,Peshawar-I,NA-27,Faqir Muhammad,Independent,860,0,0,0,0,45.83 %
271,Peshawar,Peshawar-I,NA-27,Naveed Ali,Independent,1131,0,0,0,0,45.83 %
272,Peshawar,Peshawar-II,NA-28,Arbab Amir Ayub,Pakistan Tehreek-e-Insaf,74414,145382,5106,150488,336554,44.71 %
273,Peshawar,Peshawar-II,NA-28,Ikram Ullah,Tehreek-e-Labbaik Pakistan,14296,0,0,0,0,44.71 %
274,Peshawar,Peshawar-II,NA-28,Muhammad Daud Khan Barki,Independent,274,0,0,0,0,44.71 %
275,Peshawar,Peshawar-II,NA-28,Muhammad Intikhab Khan,Pakistan Muslim League (N),7010,0,0,0,0,44.71 %
276,Peshawar,Peshawar-II,NA-28,Sabir Hussain Awan,Muttahida Majlis-e-Amal Pakistan,27292,0,0,0,0,44.71 %
277,Peshawar,Peshawar-II,NA-28,Shafi Akbar,Awami National Party,22096,0,0,0,0,44.71 %
278,Peshawar,Peshawar-III,NA-29,Nasir Khan,Pakistan Tehreek-e-Insaf,49762,125538,4619,130157,320401,40.62 %
279,Peshawar,Peshawar-III,NA-29,Arbab Kamal Ahmad,Awami National Party,20392,0,0,0,0,40.62 %
280,Peshawar,Peshawar-III,NA-29,Muhammad Shafiq,Tehreek-e-Labbaik Pakistan,10569,0,0,0,0,40.62 %
281,Peshawar,Peshawar-III,NA-29,Naeem Jan,Muttahida Majlis-e-Amal Pakistan,29357,0,0,0,0,40.62 %
282,Peshawar,Peshawar-III,NA-29,Ameer Muqam,Pakistan Muslim League (N),10569,0,0,0,0,40.62 %
283,Peshawar,Peshawar-IV,NA-30,Sher Ali Arbab,Pakistan Tehreek-e-Insaf,73781,122412,3135,125547,308891,40.64 %
284,Peshawar,Peshawar-IV,NA-30,Arbab Alamgir Khan,Pakistan Peoples Party Parliamentarians,14593,0,0,0,0,40.64 %
285,Peshawar,Peshawar-IV,NA-30,Arbab Najeeb Ullah Khan,Muttahida Majlis-e-Amal Pakistan,18111,0,0,0,0,40.64 %
286,Peshawar,Peshawar-IV,NA-30,Malik Haidar Khan,Pakistan Muslim League,139,0,0,0,0,40.64 %
287,Peshawar,Peshawar-IV,NA-30,Muhammad Alamgir Khalil,Awami National Party,11514,0,0,0,0,40.64 %
288,Peshawar,Peshawar-IV,NA-30,Muhammad Junaid,Pakistan Muslim League (N),3799,0,0,0,0,40.64 %
289,Peshawar,Peshawar-IV,NA-30,Muhammad Shoukat Khurshed,Independent,305,0,0,0,0,40.64 %
290,Peshawar,Peshawar-IV,NA-30,Noor Wali Khan,Pakistan Justice & Democratic Party,170,0,0,0,0,40.64 %
291,Peshawar,Peshawar-V,NA-31,Shaukat Ali S o Liaqat Ali,Pakistan Tehreek-e-Insaf,87895,160984,3696,154680,390211,42.2 %
292,Peshawar,Peshawar-V,NA-31,Akhunzada Irfan Ullah Shah,Pakistan Peoples Party Parliamentarians,7499,0,0,0,0,42.2 %
293,Peshawar,Peshawar-V,NA-31,Aurangzeb Khan,All Pakistan Muslim League,604,0,0,0,0,42.2 %
294,Peshawar,Peshawar-V,NA-31,Gul Rehman,Pasban Pakistan.,615,0,0,0,0,42.2 %
295,Peshawar,Peshawar-V,NA-31,Haji Ghulam Ahmad Bilour,Awami National Party,42476,0,0,0,0,42.2 %
296,Peshawar,Peshawar-V,NA-31,Ilyas Ahmad Bilour,Independent,195,0,0,0,0,42.2 %
297,Peshawar,Peshawar-V,NA-31,Muhammad Nadeem,Pakistan Muslim League (N),3093,0,0,0,0,42.2 %
298,Peshawar,Peshawar-V,NA-31,Muhammad Saqqaf Yasir,Independent,157,0,0,0,0,42.2 %
299,Peshawar,Peshawar-V,NA-31,Muhammad Siddiq Ur Rehman Paracha,Muttahida Majlis-e-Amal Pakistan,11657,0,0,0,0,42.2 %
300,Peshawar,Peshawar-V,NA-31,Noor Hussain,Amun Taraqqi Party,138,0,0,0,0,42.2 %
301,Peshawar,Peshawar-V,NA-31,Rooh Ullah,Independent,854,0,0,0,0,42.2 %
302,Peshawar,Peshawar-V,NA-31,Shaukat Ali S o Fazal Muhammad Afzal,Independent,5371,0,0,0,0,42.2 %
303,Peshawar,Peshawar-V,NA-31,Yasmeen,Tehreek-e-Labbaik Pakistan,430,0,0,0,0,42.2 %
304,Kohat,Kohat,NA-32,Shehryar Afridi,Pakistan Tehreek-e-Insaf,82248,190658,6685,197343,506699,38.95 %
305,Kohat,Kohat,NA-32,Abbas Afridi,Pakistan Muslim League (N),44154,0,0,0,0,38.95 %
306,Kohat,Kohat,NA-32,Asmat Ullah Khan,Independent,1280,0,0,0,0,38.95 %
307,Kohat,Kohat,NA-32,Bismillah Khan,Pakistan Peoples Party Parliamentarians,4915,0,0,0,0,38.95 %
308,Kohat,Kohat,NA-32,Gohar Muhammad Khan Bangash,Muttahida Majlis-e-Amal Pakistan,47412,0,0,0,0,38.95 %
309,Kohat,Kohat,NA-32,Madiha Faraz,Independent,1797,0,0,0,0,38.95 %
310,Kohat,Kohat,NA-32,Mufti Ibrar Sultan,Independent,5318,0,0,0,0,38.95 %
311,Kohat,Kohat,NA-32,Muhammad Fayyaz,Independent,670,0,0,0,0,38.95 %
312,Kohat,Kohat,NA-32,Najeeb Ullah Durani,Tehreek-e-Labbaik Pakistan,1322,0,0,0,0,38.95 %
313,Kohat,Kohat,NA-32,Yousaf Afridi,Independent,1542,0,0,0,0,38.95 %
314,Hangu,Hangu,NA-33,Khial Zaman,Pakistan Tehreek-e-Insaf,28819,77891,3424,81318,275947,28.47 %
315,Hangu,Hangu,NA-33,Akhtar Munir Bangash,Independent,140,0,0,0,0,28.47 %
316,Hangu,Hangu,NA-33,Arif Hussain,Independent,108,0,0,0,0,28.47 %
317,Hangu,Hangu,NA-33,Atiq Ur Rehman,Muttahida Majlis-e-Amal Pakistan,27968,0,0,0,0,28.47 %
318,Hangu,Hangu,NA-33,Hussain Jalali,Independent,2600,0,0,0,0,28.47 %
319,Hangu,Hangu,NA-33,Khaliq ur Rehman,Independent,746,0,0,0,0,28.47 %
320,Hangu,Hangu,NA-33,Malak Riaz Bangash,Independent,38,0,0,0,0,28.47 %
321,Hangu,Hangu,NA-33,Muhammad Imran,Independent,3712,0,0,0,0,28.47 %
322,Hangu,Hangu,NA-33,Rangeen Khan,Independent,7077,0,0,0,0,28.47 %
323,Hangu,Hangu,NA-33,Sultan Akbar,Independent,155,0,0,0,0,28.47 %
324,Hangu,Hangu,NA-33,Syed Haider Ali Shah,Awami National Party,2769,0,0,0,0,28.47 %
325,Hangu,Hangu,NA-33,Taj Muhammad,Independent,120,0,0,0,0,28.47 %
326,Hangu,Hangu,NA-33,Ulfat Hussain,Pakistan Peoples Party Parliamentarians,3639,0,0,0,0,28.47 %
327,Karak,Karak,NA-34,Shahid Ahmad,Pakistan Tehreek-e-Insaf,77181,194588,6387,200975,404458,49.69 %
328,Karak,Karak,NA-34,Altaf Qadir,Independent,44,0,0,0,0,49.69 %
329,Karak,Karak,NA-34,Aziz Khan,Independent,504,0,0,0,0,49.69 %
330,Karak,Karak,NA-34,Gul Sahib Khan,Independent,13608,0,0,0,0,49.69 %
331,Karak,Karak,NA-34,Hameed Ullah Khan,Independent,181,0,0,0,0,49.69 %
332,Karak,Karak,NA-34,Haseeb Ahmad Afaqi,Pakistan Muslim League,371,0,0,0,0,49.69 %
333,Karak,Karak,NA-34,Ikhtiar Gul,Independent,2008,0,0,0,0,49.69 %
334,Karak,Karak,NA-34,Immad Azam,Independent,661,0,0,0,0,49.69 %
335,Karak,Karak,NA-34,Mir Zakim Khan,Muttahida Majlis-e-Amal Pakistan,28534,0,0,0,0,49.69 %
336,Karak,Karak,NA-34,Nawabzada Mohsin Ali Khan,Pakistan Peoples Party Parliamentarians,28043,0,0,0,0,49.69 %
337,Karak,Karak,NA-34,Rehmat Salam Khattak,Pakistan Muslim League (N),14346,0,0,0,0,49.69 %
338,Karak,Karak,NA-34,Saad Ullah Khan Khattak,Independent,2803,0,0,0,0,49.69 %
339,Karak,Karak,NA-34,Shah Abdul Aziz,Jamiat Ulama-e-Islam Pakistan (S),16935,0,0,0,0,49.69 %
340,Karak,Karak,NA-34,Shakir Zeeshan Khattak,Pakistan Justice & Democratic Party,1408,0,0,0,0,49.69 %
341,Karak,Karak,NA-34,Shams ur Rehman Khattak,Independent,6843,0,0,0,0,49.69 %
342,Karak,Karak,NA-34,Tauseef Razique,Independent,334,0,0,0,0,49.69 %
343,Karak,Karak,NA-34,Usman Ghani,Independent,457,0,0,0,0,49.69 %
344,Karak,Karak,NA-34,Zafar Mehmood,Independent,327,0,0,0,0,49.69 %
345,Bannu,Bannu,NA-35,Imran Ahmed Khan Niazi,Pakistan Tehreek-e-Insaf,113822,238962,7356,246318,578872,42.55 %
346,Bannu,Bannu,NA-35,Abdul Samad Khan,Pak Sarzameen Party,1023,0,0,0,0,42.55 %
347,Bannu,Bannu,NA-35,Akram Khan Durrani,Muttahida Majlis-e-Amal Pakistan,106820,0,0,0,0,42.55 %
348,Bannu,Bannu,NA-35,Amin ullah,Pakistan Rah-e-Haq Party,873,0,0,0,0,42.55 %
349,Bannu,Bannu,NA-35,Hamid Shah,Independent,1728,0,0,0,0,42.55 %
350,Bannu,Bannu,NA-35,Inam Ullah,Pakistan Justice & Democratic Party,1015,0,0,0,0,42.55 %
351,Bannu,Bannu,NA-35,Islam Noor,Jamiat Ulama-e-Islam Pakistan (S),1624,0,0,0,0,42.55 %
352,Bannu,Bannu,NA-35,Liaqat Ali Khan,All Pakistan Muslim League,306,0,0,0,0,42.55 %
353,Bannu,Bannu,NA-35,Muhammad Usman Ali Khan,Independent,1418,0,0,0,0,42.55 %
354,Bannu,Bannu,NA-35,Safdar Iqbal Shah,Independent,308,0,0,0,0,42.55 %
355,Bannu,Bannu,NA-35,Syeda Yasmin Safdar,Pakistan Peoples Party Parliamentarians,9173,0,0,0,0,42.55 %
356,Bannu,Bannu,NA-35,Wali Dad Khan,Pakistan Aman Party,852,0,0,0,0,42.55 %
357,Lakki,Lakki,NA-36,Muhammad Anwar,Muttahida Majlis-e-Amal Pakistan,91065,201699,9167,210866,421224,50.06 %
358,Lakki,Lakki,NA-36,Abdul Hayat,Independent,450,0,0,0,0,50.06 %
359,Lakki,Lakki,NA-36,Abdullah,Pashtoonkhwa Milli Awami Party,1642,0,0,0,0,50.06 %
360,Lakki,Lakki,NA-36,Amir Nawaz Khan,Independent,390,0,0,0,0,50.06 %
361,Lakki,Lakki,NA-36,Ashraf Ali Khan,Independent,2010,0,0,0,0,50.06 %
362,Lakki,Lakki,NA-36,Aziz Khan,Independent,2024,0,0,0,0,50.06 %
363,Lakki,Lakki,NA-36,Gul Razan Shah,Independent,1523,0,0,0,0,50.06 %
364,Lakki,Lakki,NA-36,Haji Jamil Ur Rehman Nasir,Independent,792,0,0,0,0,50.06 %
365,Lakki,Lakki,NA-36,Imran Nawab,Independent,1147,0,0,0,0,50.06 %
366,Lakki,Lakki,NA-36,Imran Ullah Khan,Pakistan Muslim League (N),448,0,0,0,0,50.06 %
367,Lakki,Lakki,NA-36,Inam Ullah Khan,Pakistan Peoples Party Parliamentarians,3083,0,0,0,0,50.06 %
368,Lakki,Lakki,NA-36,Ishfaq Ahmad Khan,Pakistan Tehreek-e-Insaf,81849,0,0,0,0,50.06 %
369,Lakki,Lakki,NA-36,Mansoor Kamal Marwat,Independent,7540,0,0,0,0,50.06 %
370,Lakki,Lakki,NA-36,Muhammad Ali,Tehreek-e-Labbaik Pakistan,6653,0,0,0,0,50.06 %
371,Lakki,Lakki,NA-36,Muhammad Idrees Khan,Independent,648,0,0,0,0,50.06 %
372,Lakki,Lakki,NA-36,Najib Ullah Khan,Independent,200,0,0,0,0,50.06 %
373,Lakki,Lakki,NA-36,Nasim Ullah,Independent,143,0,0,0,0,50.06 %
374,Lakki,Lakki,NA-36,Sher Afzal Khan,Independent,92,0,0,0,0,50.06 %
375,Tank,Tank,NA-37,Asad Mehmood,Muttahida Majlis-e-Amal Pakistan,28504,79012,37,79049,180872,43.7 %
376,Tank,Tank,NA-37,Ahmed Habibullah Khan Kundi,Independent,222,0,0,0,0,43.7 %
377,Tank,Tank,NA-37,Dawar Khan Kundi,Independent,13559,0,0,0,0,43.7 %
378,Tank,Tank,NA-37,Faisal Karim Kundi,Independent,134,0,0,0,0,43.7 %
379,Tank,Tank,NA-37,Ghulam Badshah,Independent,9262,0,0,0,0,43.7 %
380,Tank,Tank,NA-37,Habibullah Khan,Pakistan Tehreek-e-Insaf,16599,0,0,0,0,43.7 %
381,Tank,Tank,NA-37,Muhammad Ayub Khan,Independent,56,0,0,0,0,43.7 %
382,Tank,Tank,NA-37,Muhammad Ramzan,Independent,370,0,0,0,0,43.7 %
383,Tank,Tank,NA-37,Nawabzada Sadat Khan,All Pakistan Muslim League,271,0,0,0,0,43.7 %
384,Tank,Tank,NA-37,Saeed Ahmed,Independent,1040,0,0,0,0,43.7 %
385,Tank,Tank,NA-37,Sami Ullah Khan Burki,Pakistan Muslim League (N),430,0,0,0,0,43.7 %
386,Tank,Tank,NA-37,Ubaid Ur Rehman,Independent,1246,0,0,0,0,43.7 %
387,Tank,Tank,NA-37,Waqar Ahmed Khan,Independent,4779,0,0,0,0,43.7 %
388,Dera,Dera,NA-38,Ali Amin Khan,Pakistan Tehreek-e-Insaf,80236,206359,8294,214653,391557,54.82 %
389,Dera,Dera,NA-38,Ahmed Kundi,Independent,739,0,0,0,0,54.82 %
390,Dera,Dera,NA-38,Akhtar Saeed,Pakistan Muslim League (N),849,0,0,0,0,54.82 %
391,Dera,Dera,NA-38,Chohdry Siraj Ud Din,Independent,2018,0,0,0,0,54.82 %
392,Dera,Dera,NA-38,Dawar Khan Kundi,Independent,3774,0,0,0,0,54.82 %
393,Dera,Dera,NA-38,Faisal Karim Kundi,Pakistan Peoples Party Parliamentarians,20429,0,0,0,0,54.82 %
394,Dera,Dera,NA-38,Fazl ur Rehman,Muttahida Majlis-e-Amal Pakistan,45457,0,0,0,0,54.82 %
395,Dera,Dera,NA-38,Hafeezullah,Tehreek-e-Labbaik Pakistan,6122,0,0,0,0,54.82 %
396,Dera,Dera,NA-38,Hameedullah Khan Qadri,Independent,3588,0,0,0,0,54.82 %
397,Dera,Dera,NA-38,Makhdum Syed Murid KAzim Shah,Independent,0,0,0,0,0,54.82 %
398,Dera,Dera,NA-38,Muhammad Ali Raza,Independent,15070,0,0,0,0,54.82 %
399,Dera,Dera,NA-38,Muhammad Naeem Khan,Independent,358,0,0,0,0,54.82 %
400,Dera,Dera,NA-38,Syed Hasnain Mohy Ud Din Gillani,Independent,7904,0,0,0,0,54.82 %
401,Dera,Dera,NA-38,Ubaid Ur Rehman,Independent,343,0,0,0,0,54.82 %
402,Dera,Dera,NA-38,Waqar Ahmad Khan,Independent,0,0,0,0,0,54.82 %
403,Dera,Dera,NA-39,Muhammad Yaqoob Sheikh,Pakistan Tehreek-e-Insaf,79334,10942,361,11303,328428,3.44 %
404,Dera,Dera,NA-39,Alhaj Sardar Umar Farooq Khan,Independent,1875,0,0,0,0,3.44 %
405,Dera,Dera,NA-39,Asmat Ullah,Independent,1151,0,0,0,0,3.44 %
406,Dera,Dera,NA-39,Eithesham Ullah Khan,Independent,180,0,0,0,0,3.44 %
407,Dera,Dera,NA-39,Faisal Karim Kundi,Independent,271,0,0,0,0,3.44 %
408,Dera,Dera,NA-39,Fazl ur Rehman,Muttahida Majlis-e-Amal Pakistan,52031,0,0,0,0,3.44 %
409,Dera,Dera,NA-39,Irfan Ullah Khan,Independent,785,0,0,0,0,3.44 %
410,Dera,Dera,NA-39,Muhammad Aftab Inayat,Independent,1235,0,0,0,0,3.44 %
411,Dera,Dera,NA-39,Muhammad Akbar Khan,Independent,1164,0,0,0,0,3.44 %
412,Dera,Dera,NA-39,Muhammad Amir,Independent,1041,0,0,0,0,3.44 %
413,Dera,Dera,NA-39,Muhammad Maqbool,Amun Taraqqi Party,670,0,0,0,0,3.44 %
414,Dera,Dera,NA-39,Nurang Khan,Pakistan Peoples Party Parliamentarians,10003,0,0,0,0,3.44 %
415,Dera,Dera,NA-39,Obaid Ur Rehman,Independent,788,0,0,0,0,3.44 %
416,Dera,Dera,NA-39,Qaizar Khan,Independent,8401,0,0,0,0,3.44 %
417,Dera,Dera,NA-39,Waqar Ahmad Khan,Independent,135,0,0,0,0,3.44 %
418,Tribal,Tribal,NA-40,Gul Dad khan,Pakistan Tehreek-e-Insaf,34616,102689,1843,104532,255579,40.9 %
419,Tribal,Tribal,NA-40,Gul Afzal,Awami National Party,14304,0,0,0,0,40.9 %
420,Tribal,Tribal,NA-40,Hidayat Ullah,Independent,317,0,0,0,0,40.9 %
421,Tribal,Tribal,NA-40,Israr Uddin Khan,Independent,263,0,0,0,0,40.9 %
422,Tribal,Tribal,NA-40,Javed Maindad,Independent,127,0,0,0,0,40.9 %
423,Tribal,Tribal,NA-40,Muambar Khan,Independent,106,0,0,0,0,40.9 %
424,Tribal,Tribal,NA-40,Muhammad Akbar Khan,Pakistan Muslim League (N),263,0,0,0,0,40.9 %
425,Tribal,Tribal,NA-40,Muhammad Asghar,Pashtoonkhwa Milli Awami Party,275,0,0,0,0,40.9 %
426,Tribal,Tribal,NA-40,Muhammad Israr,Pak Sarzameen Party,165,0,0,0,0,40.9 %
427,Tribal,Tribal,NA-40,Naseer Khan,Qaumi Watan Party,352,0,0,0,0,40.9 %
428,Tribal,Tribal,NA-40,Said Badshah,Independent,4300,0,0,0,0,40.9 %
429,Tribal,Tribal,NA-40,Sardar Khan,Independent,17850,0,0,0,0,40.9 %
430,Tribal,Tribal,NA-40,Shaukat Ullah,Independent,16845,0,0,0,0,40.9 %
431,Tribal,Tribal,NA-40,Syed Akhum Zada Chatan,Pakistan Peoples Party Parliamentarians,12906,0,0,0,0,40.9 %
432,Tribal,Tribal,NA-41,Gul Zafar Khan,Pakistan Tehreek-e-Insaf,22730,88439,2073,90512,237153,38.17 %
433,Tribal,Tribal,NA-41,Abdul Majeed,Independent,14792,0,0,0,0,38.17 %
434,Tribal,Tribal,NA-41,Abdur Rasheed,Muttahida Majlis-e-Amal Pakistan,11415,0,0,0,0,38.17 %
435,Tribal,Tribal,NA-41,Gul Zada,Awami National Party,4765,0,0,0,0,38.17 %
436,Tribal,Tribal,NA-41,Hafeez Ur Rahman,Independent,1863,0,0,0,0,38.17 %
437,Tribal,Tribal,NA-41,Muhammad Ayaz,Independent,11234,0,0,0,0,38.17 %
438,Tribal,Tribal,NA-41,Salah Ud Din,Allah-o-Akbar Tehreek,56,0,0,0,0,38.17 %
439,Tribal,Tribal,NA-41,Shahab Ud Din Khan,Independent,8768,0,0,0,0,38.17 %
440,Tribal,Tribal,NA-41,Sher Ahmad,Independent,262,0,0,0,0,38.17 %
441,Tribal,Tribal,NA-41,Sultan Zeb Khan,Independent,8387,0,0,0,0,38.17 %
442,Tribal,Tribal,NA-41,Syed Akhun Zada Chattan,Pakistan Peoples Party Parliamentarians,4016,0,0,0,0,38.17 %
443,Tribal,Tribal,NA-41,Waheed Zaman,Pak Sarzameen Party,151,0,0,0,0,38.17 %
444,Tribal,Tribal,NA-42,Sajid Khan,Pakistan Tehreek-e-Insaf,22717,0,0,36,29855,0 %
445,Tribal,Tribal,NA-42,Abbas Ur Rahman,Independent,114,0,0,0,0,0 %
446,Tribal,Tribal,NA-42,Abdur Rahman,Independent,4942,0,0,0,0,0 %
447,Tribal,Tribal,NA-42,Bilal Rahman,Independent,21076,0,0,0,0,0 %
448,Tribal,Tribal,NA-42,Ghulam Muhammad Sadiq,Muttahida Majlis-e-Amal Pakistan,10109,0,0,0,0,0 %
449,Tribal,Tribal,NA-42,Ihsan Ullah,Jamiat Ulama-e-Islam Pakistan (S),216,0,0,0,0,0 %
450,Tribal,Tribal,NA-42,Israil,Pakistan Peoples Party Parliamentarians,3642,0,0,0,0,0 %
451,Tribal,Tribal,NA-42,Khan Dad,Independent,2137,0,0,0,0,0 %
452,Tribal,Tribal,NA-42,Malak Abdur Rahman,Independent,87,0,0,0,0,0 %
453,Tribal,Tribal,NA-42,Muhammad Iqrar Khan,Independent,41,0,0,0,0,0 %
454,Tribal,Tribal,NA-42,Muhammad Saeed,Independent,182,0,0,0,0,0 %
455,Tribal,Tribal,NA-42,Mustafa Khan,Qaumi Watan Party,76,0,0,0,0,0 %
456,Tribal,Tribal,NA-42,Naveed Ali,Independent,38,0,0,0,0,0 %
457,Tribal,Tribal,NA-42,Nisar Ahmed,Awami National Party,13778,0,0,0,0,0 %
458,Tribal,Tribal,NA-42,Rahman Gul,Independent,379,0,0,0,0,0 %
459,Tribal,Tribal,NA-42,Shafi Ullah,Independent,273,0,0,0,0,0 %
460,Tribal,Tribal,NA-42,Shah Khalid,Independent,185,0,0,0,0,0 %
461,Tribal,Tribal,NA-42,Zar Khan,Pakistan Muslim League (N),3367,0,0,0,0,0 %
462,Tribal,Tribal,NA-43,Noor Ul Haq AlQadri,Pakistan Tehreek-e-Insaf,33243,84335,1557,85892,226627,37.9 %
463,Tribal,Tribal,NA-43,Alhaj Shah Jee Gul Afridi,Independent,30151,0,0,0,0,37.9 %
464,Tribal,Tribal,NA-43,Zar Noor Afridi,Independent,270,0,0,0,0,37.9 %
465,Tribal,Tribal,NA-43,Shermat Khan,Independent,10332,0,0,0,0,37.9 %
466,Tribal,Tribal,NA-43,Sardar Azam,Pakistan Muslim League (N),137,0,0,0,0,37.9 %
467,Tribal,Tribal,NA-43,Abdur Raziq Shinwari,Independent,24,0,0,0,0,37.9 %
468,Tribal,Tribal,NA-43,Shah Zeb,Independent,122,0,0,0,0,37.9 %
469,Tribal,Tribal,NA-43,Hazrat Wali,Pakistan Peoples Party Parliamentarians,2014,0,0,0,0,37.9 %
470,Tribal,Tribal,NA-43,Ihsan Ullah,Independent,508,0,0,0,0,37.9 %
471,Tribal,Tribal,NA-43,Muhammad Ijaz,Muttahida Majlis-e-Amal Pakistan,4880,0,0,0,0,37.9 %
472,Tribal,Tribal,NA-43,Shakeel Afridi,Independent,94,0,0,0,0,37.9 %
473,Tribal,Tribal,NA-43,Nawabzada Muhammad Shah,Independent,36,0,0,0,0,37.9 %
474,Tribal,Tribal,NA-43,Abdul Nawaz,Independent,64,0,0,0,0,37.9 %
475,Tribal,Tribal,NA-43,Saida Jan,Awami National Party,346,0,0,0,0,37.9 %
476,Tribal,Tribal,NA-43,Daulat Shah,Pakistan Justice & Democratic Party,292,0,0,0,0,37.9 %
477,Tribal,Tribal,NA-43,Mohib Ullah,Independent,1332,0,0,0,0,37.9 %
478,Tribal,Tribal,NA-43,Saidgha Jan,Independent,99,0,0,0,0,37.9 %
479,Tribal,Tribal,NA-43,Attiq Ullah,Jamiat Ulama-e-Islam Pakistan (S),391,0,0,0,0,37.9 %
480,Tribal,Tribal,NA-44,Mohammad Iqbal Khan,Pakistan Tehreek-e-Insaf,12537,66215,929,67144,265217,25.32 %
481,Tribal,Tribal,NA-44,Abdul Qayyum Khan,Independent,114,0,0,0,0,25.32 %
